region,system,network,isIO,instanceId,vCpu,memory,intranetGbps,intranetPPS,hourlyPrice,weeklyPrice,standard,monthlyPrice,yearlyPrice,2yearPrice,3yearPrice,4yearPrice,5yearPrice
cn-qingdao,linux,classic,TRUE,ecs.n1.medium,2,4,低,低,0.65,52.64,188,188,1917.6,3158.4,3384,4512,5640
cn-qingdao,linux,classic,TRUE,ecs.sn2.medium,2,8,0.5,5,1.2,80.08,286,286,2917.2,4804.8,5148,6864,8580
cn-qingdao,linux,classic,TRUE,ecs.n2.medium,2,8,低,低,1.02,82.32,294,294,2998.8,4939.2,5292,7056,8820
cn-qingdao,linux,classic,TRUE,ecs.e3.medium,2,16,低,低,1.73,139.44,498,498,5079.6,8366.4,8964,11952,14940
cn-qingdao,linux,classic,TRUE,ecs.n1.large,4,8,低,低,1.35,108.64,388,388,3957.6,6518.4,6984,9312,11640
cn-qingdao,linux,classic,TRUE,ecs.sn1.large,4,8,0.8,10,1.8,145.04,518,518,5283.6,8702.4,9324,12432,15540
cn-qingdao,linux,classic,TRUE,ecs.sn2.large,4,16,0.8,10,2.41,160.16,572,572,5834.4,9609.6,10296,13728,17160
cn-qingdao,linux,classic,TRUE,ecs.n2.large,4,16,低,低,2.04,164.64,588,588,5997.6,9878.4,10584,14112,17640
cn-qingdao,linux,classic,TRUE,ecs.e3.large,4,32,低,低,3.46,278.88,996,996,10159.2,16732.8,17928,23904,29880
cn-qingdao,linux,classic,TRUE,ecs.n1.xlarge,8,16,低,低,2.69,217.28,776,776,7915.2,13036.8,13968,18624,23280
cn-qingdao,linux,classic,TRUE,ecs.sn1.xlarge,8,16,1.5,20,3.6,290.08,1036,1036,10567.2,17404.8,18648,24864,31080
cn-qingdao,linux,classic,TRUE,ecs.n2.xlarge,8,32,低,低,4.08,329.28,1176,1176,11995.2,19756.8,21168,28224,35280
cn-qingdao,linux,classic,TRUE,ecs.sn2.xlarge,8,32,1.5,20,4.82,320.32,1144,1144,11668.8,19219.2,20592,27456,34320
cn-qingdao,linux,classic,TRUE,ecs.e3.xlarge,8,64,低,低,6.92,557.76,1992,1992,20318.4,33465.6,35856,47808,59760
cn-qingdao,linux,classic,TRUE,ecs.n1.3xlarge,16,32,低,低,5.39,434.56,1552,1552,15830.4,26073.6,27936,37248,46560
cn-qingdao,linux,classic,TRUE,ecs.sn1.3xlarge,16,32,3,40,7.19,580.16,2072,2072,21134.4,34809.6,37296,49728,62160
cn-qingdao,linux,classic,TRUE,ecs.n2.3xlarge,16,64,低,低,8.17,658.56,2352,2352,23990.4,39513.6,42336,56448,70560
cn-qingdao,linux,classic,TRUE,ecs.sn2.3xlarge,16,64,3,40,9.64,640.64,2288,2288,23337.6,38438.4,41184,54912,68640
cn-qingdao,linux,classic,TRUE,ecs.e3.3xlarge,16,128,低,低,13.83,1115.52,3984,3984,40636.8,66931.2,71712,95616,119520
cn-qingdao,linux,classic,TRUE,ecs.n1.7xlarge,32,64,低,低,10.78,869.12,3104,3104,31660.8,52147.2,55872,74496,93120
cn-qingdao,linux,classic,TRUE,ecs.sn1.7xlarge,32,64,6,80,14.39,1160.32,4144,4144,42268.8,69619.2,74592,99456,124320
cn-qingdao,linux,classic,TRUE,ecs.n2.7xlarge,32,128,低,低,16.32,1317.12,4704,4704,47980.8,79027.2,84672,112896,141120
cn-qingdao,linux,classic,TRUE,ecs.sn2.7xlarge,32,128,6,80,19.28,1281.28,4576,4576,46675.2,76876.8,82368,109824,137280
cn-qingdao,linux,classic,TRUE,ecs.e3.7xlarge,unknown,unknown,unknown,unknown,27.67,2231.04,7968,7968,81273.6,133862.4,143424,191232,239040
cn-qingdao,linux,classic,TRUE,ecs.sn2.13xlarge,56,224,10,120,33.5,2242.24,8008,8008,81681.6,134534.4,144144,192192,240240
cn-beijing,linux,vpc,TRUE,ecs.t5-lc2m1.nano,1,0.5,0.1,4,0.063,5.04,18,17.1,162,259.2,291.6,311.04,324
cn-beijing,linux,vpc,TRUE,ecs.t5-lc1m1.small,1,1,0.2,6,0.083,6.72,24,22.8,216,345.6,388.8,414.72,432
cn-beijing,linux,vpc,TRUE,ecs.t5-lc1m2.small,1,2,0.2,6,0.167,13.44,48,45.6,432,691.2,777.6,829.44,864
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m1.large,2,2,0.5,10,0.29,23.24,83,78.85,747,1195.2,1344.6,1434.24,1494
cn-beijing,linux,vpc,TRUE,ecs.ic5.large,2,2,1,30,0.59,47.6,170,170,1734,2856,3366,3672,3876
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m2.large,2,4,0.5,10,0.4,32.48,116,110.2,1044,1670.4,1879.2,2004.48,2088
cn-beijing,linux,vpc,TRUE,ecs.c5.large,2,4,1,20,0.62,50.12,179,179,1825.8,3007.2,3544.2,3866.4,3973.8
cn-beijing,linux,vpc,TRUE,ecs.hfc5.large,2,4,1,30,0.87,70.28,251,251,2499.96,3975.84,4518,4819.2,4969.8
cn-beijing,linux,vpc,TRUE,ecs.t5-lc1m2.large,2,4,0.4,10,0.333,26.88,96,91.2,864,1382.4,1555.2,1658.88,1728
cn-beijing,linux,vpc,TRUE,ecs.hfg5.large,2,8,1,30,1.15,92.96,332,332,3227.04,5179.2,5856.48,6215.04,6374.4
cn-beijing,linux,vpc,TRUE,ecs.g5.large,2,8,1,20,0.89,71.4,255,242.25,2295,3672,4131,4406.4,4590
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m4.large,2,8,0.5,10,0.63,50.4,180,171,1620,2592,2916,3110.4,3240
cn-beijing,linux,vpc,TRUE,ecs.t5-lc1m4.large,2,8,0.4,10,0.55,44.52,159,151.05,1431,2289.6,2575.8,2747.52,2862
cn-beijing,linux,vpc,TRUE,ecs.r5.large,2,16,1,20,1.13,91.28,326,309.7,2934,4694.4,5281.2,5633.28,5868
cn-beijing,linux,vpc,TRUE,ecs.ic5.xlarge,4,4,1.5,50,1.18,95.2,340,340,3468,5712,6732,7344,7752
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m1.xlarge,4,4,0.8,20,0.58,46.76,167,158.65,1503,2404.8,2705.4,2885.76,3006
cn-beijing,linux,vpc,TRUE,ecs.c5.xlarge,4,8,1.5,30,1.24,100.24,358,358,3651.6,6014.4,7088.4,7732.8,7947.6
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m2.xlarge,4,8,0.8,20,0.8,64.68,231,219.45,2079,3326.4,3742.2,3991.68,4158
cn-beijing,linux,vpc,TRUE,ecs.hfc5.xlarge,4,8,1.5,50,1.74,140.56,502,502,4999.92,7951.68,9036,9638.4,9939.6
cn-beijing,linux,vpc,TRUE,ecs.hfg5.xlarge,4,16,1.5,50,2.31,185.92,664,664,6454.08,10358.4,11712.96,12430.08,12748.8
cn-beijing,linux,vpc,TRUE,ecs.g5.xlarge,4,16,1.5,30,1.77,142.8,510,484.5,4590,7344,8262,8812.8,9180
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m4.xlarge,4,16,0.8,20,1.25,100.8,360,342,3240,5184,5832,6220.8,6480
cn-beijing,linux,vpc,TRUE,ecs.r5.xlarge,4,32,1.5,30,2.26,182.56,652,619.4,5868,9388.8,10562.4,11266.56,11736
cn-beijing,linux,vpc,TRUE,ecs.i2.xlarge,4,32,1,50,3.49,281.12,1004,953.8,9036,14457.6,16264.8,17349.12,18072
cn-beijing,linux,vpc,TRUE,ecs.ic5.2xlarge,8,8,2.5,80,2.36,190.4,680,680,6936,11424,13464,14688,15504
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m1.2xlarge,8,8,1.2,40,1.16,93.24,333,316.35,2997,4795.2,5394.6,5754.24,5994
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m2.2xlarge,8,16,1.2,40,1.6,129.36,462,438.9,4158,6652.8,7484.4,7983.36,8316
cn-beijing,linux,vpc,TRUE,ecs.c5.2xlarge,8,16,2.5,50,2.49,200.48,716,716,7303.2,12028.8,14176.8,15465.6,15895.2
cn-beijing,linux,vpc,TRUE,ecs.hfc5.2xlarge,8,16,2,100,3.49,281.12,1004,1004,9999.84,15903.36,18072,19276.8,19879.2
cn-beijing,linux,vpc,TRUE,ecs.hfg5.2xlarge,8,32,2,100,4.61,371.84,1328,1328,12908.16,20716.8,23425.92,24860.16,25497.6
cn-beijing,linux,vpc,TRUE,ecs.g5.2xlarge,8,32,2.5,50,3.54,285.6,1020,969,9180,14688,16524,17625.6,18360
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m4.2xlarge,8,32,1.2,40,2.5,201.6,720,684,6480,10368,11664,12441.6,12960
cn-beijing,linux,vpc,TRUE,ecs.i2g.2xlarge,unknown,unknown,unknown,unknown,5.12,413,1475,1475,15045,24780,29205,31860,33630
cn-beijing,linux,vpc,TRUE,ecs.ebmhfg5.2xlarge,8,32,6,200,5.53,446.32,1594,1594,15493.68,24866.4,28118.16,29839.68,30604.8
cn-beijing,linux,vpc,TRUE,ecs.gn6v-c8g1.2xlarge,8,32,2.5,80,26.46,2133.6,7620,7620,77724,128016,150876,164592,173736
cn-beijing,linux,vpc,TRUE,ecs.i2.2xlarge,8,64,2,100,6.97,562.24,2008,1907.6,18072,28915.2,32529.6,34698.24,36144
cn-beijing,linux,vpc,TRUE,ecs.r5.2xlarge,8,64,2.5,50,4.53,365.12,1304,1238.8,11736,18777.6,21124.8,22533.12,23472
cn-beijing,linux,vpc,TRUE,ecs.ic5.3xlarge,12,12,4,90,3.54,285.6,1020,1020,10404,17136,20196,22032,23256
cn-beijing,linux,vpc,TRUE,ecs.c5.3xlarge,12,24,4,90,3.73,300.72,1074,1074,10954.8,18043.2,21265.2,23198.4,23842.8
cn-beijing,linux,vpc,TRUE,ecs.hfc5.3xlarge,12,24,2.5,130,5.23,421.68,1506,1506,14999.76,23855.04,27108,28915.2,29818.8
cn-beijing,linux,vpc,TRUE,ecs.hfg5.3xlarge,12,48,2.5,130,6.92,557.76,1992,1992,19362.24,31075.2,35138.88,37290.24,38246.4
cn-beijing,linux,vpc,TRUE,ecs.g5.3xlarge,12,48,4,90,5.31,428.4,1530,1453.5,13770,22032,24786,26438.4,27540
cn-beijing,linux,vpc,TRUE,ecs.r5.3xlarge,12,96,4,90,6.79,547.68,1956,1858.2,17604,28166.4,31687.2,33799.68,35208
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m1.4xlarge,16,16,1.2,60,2.31,186.48,666,632.7,5994,9590.4,10789.2,11508.48,11988
cn-beijing,linux,vpc,TRUE,ecs.ic5.4xlarge,16,16,5,100,4.72,380.8,1360,1360,13872,22848,26928,29376,31008
cn-beijing,linux,vpc,TRUE,ecs.t5-c1m2.4xlarge,16,32,1.2,60,3.21,258.72,924,877.8,8316,13305.6,14968.8,15966.72,16632
cn-beijing,linux,vpc,TRUE,ecs.c5.4xlarge,16,32,5,100,4.97,400.96,1432,1432,14606.4,24057.6,28353.6,30931.2,31790.4
cn-beijing,linux,vpc,TRUE,ecs.hfc5.4xlarge,16,32,3,160,6.97,562.24,2008,2008,19999.68,31806.72,36144,38553.6,39758.4
cn-beijing,linux,vpc,TRUE,ecs.g5.4xlarge,16,64,5,100,7.08,571.2,2040,1938,18360,29376,33048,35251.2,36720
cn-beijing,linux,vpc,TRUE,ecs.hfg5.4xlarge,16,64,3,160,9.22,743.68,2656,2656,25816.32,41433.6,46851.84,49720.32,50995.2
cn-beijing,linux,vpc,TRUE,ecs.i2g.4xlarge,unknown,unknown,unknown,unknown,10.24,826,2950,2950,30090,49560,58410,63720,67260
cn-beijing,linux,vpc,TRUE,ecs.i2.4xlarge,16,128,3,150,13.94,1124.48,4016,3815.2,36144,57830.4,65059.2,69396.48,72288
cn-beijing,linux,vpc,TRUE,ecs.r5.4xlarge,16,128,5,100,9.06,730.24,2608,2477.6,23472,37555.2,42249.6,45066.24,46944
cn-beijing,linux,vpc,TRUE,ecs.c5.6xlarge,24,48,7.5,150,7.46,601.44,2148,2148,21909.6,36086.4,42530.4,46396.8,47685.6
cn-beijing,linux,vpc,TRUE,ecs.hfc5.6xlarge,24,48,4.5,200,10.46,843.36,3012,3012,29999.52,47710.08,54216,57830.4,59637.6
cn-beijing,linux,vpc,TRUE,ecs.hfg5.6xlarge,24,96,4.5,200,13.83,1115.52,3984,3984,38724.48,62150.4,70277.76,74580.48,76492.8
cn-beijing,linux,vpc,TRUE,ecs.g5.6xlarge,24,96,7.5,150,10.63,856.8,3060,2907,27540,44064,49572,52876.8,55080
cn-beijing,linux,vpc,TRUE,ecs.r5.6xlarge,24,192,7.5,150,13.58,1095.36,3912,3716.4,35208,56332.8,63374.4,67599.36,70416
cn-beijing,linux,vpc,TRUE,ecs.c5.8xlarge,32,64,10,200,9.94,801.92,2864,2864,29212.8,48115.2,56707.2,61862.4,63580.8
cn-beijing,linux,vpc,TRUE,ecs.hfc5.8xlarge,32,64,6,250,13.94,1124.48,4016,4016,39999.36,63613.44,72288,77107.2,79516.8
cn-beijing,linux,vpc,TRUE,ecs.ebmc4.8xlarge,32,64,10,4000,9.84,882,3150,3150,32130,52920,62370,68040,71820
cn-beijing,linux,vpc,TRUE,ecs.gn6v-c8g1.8xlarge,32,128,10,200,105.84,8534.4,30480,30480,310896,512064,603504,658368,694944
cn-beijing,linux,vpc,TRUE,ecs.hfg5.8xlarge,32,128,6,250,18.44,1487.36,5312,5312,51632.64,82867.2,93703.68,99440.64,101990.4
cn-beijing,linux,vpc,TRUE,ecs.g5.8xlarge,32,128,10,200,14.17,1142.4,4080,3876,36720,58752,66096,70502.4,73440
cn-beijing,linux,vpc,TRUE,ecs.i2g.8xlarge,unknown,unknown,unknown,unknown,20.49,1652,5900,5900,60180,99120,116820,127440,134520
cn-beijing,linux,vpc,TRUE,ecs.r5.8xlarge,32,256,10,200,18.11,1460.48,5216,4955.2,46944,75110.4,84499.2,90132.48,93888
cn-beijing,linux,vpc,TRUE,ecs.i2.8xlarge,32,256,6,200,27.89,2248.96,8032,7630.4,72288,115660.8,130118.4,138792.96,144576
cn-beijing,linux,vpc,TRUE,ecs.hfg5.14xlarge,56,160,10,400,30.58,2466.24,8808,8808,85613.76,137404.8,155373.12,164885.76,169113.6
cn-beijing,linux,vpc,TRUE,ecs.c5.16xlarge,64,128,20,400,19.89,1603.84,5728,5728,58425.6,96230.4,113414.4,123724.8,127161.6
cn-beijing,linux,vpc,TRUE,ecs.i2g.16xlarge,unknown,unknown,unknown,unknown,40.97,3304,11800,11800,120360,198240,233640,254880,269040
cn-beijing,linux,vpc,TRUE,ecs.g5.16xlarge,64,256,20,400,28.33,2284.8,8160,7752,73440,117504,132192,141004.8,146880
cn-beijing,linux,vpc,TRUE,ecs.gn6v-c8g1.16xlarge,64,256,20,250,211.68,17068.8,60960,60960,621792,1024128,1207008,1316736,1389888
cn-beijing,linux,vpc,TRUE,ecs.r5.16xlarge,64,512,20,400,36.22,2920.96,10432,9910.4,93888,150220.8,168998.4,180264.96,187776
cn-beijing,linux,vpc,TRUE,ecs.i2.16xlarge,64,512,10,400,55.78,4497.92,16064,15260.8,144576,231321.6,260236.8,277585.92,289152
cn-beijing,linux,vpc,TRUE,ecs.ebmg5.24xlarge,96,384,10,450,42.5,3427.2,12240,11628,110160,176256,198288,211507.2,220320
cn-beijing,linux,vpc,TRUE,ecs.xn4.small,1,1,低,低,0.16,12.6,45,45,459,756,810,1080,1350
cn-beijing,linux,vpc,TRUE,ecs.n4.small,1,2,低,低,0.29,23.52,84,84,856.8,1411.2,1512,2016,2520
cn-beijing,linux,vpc,TRUE,ecs.mn4.small,1,4,低,低,0.54,43.4,155,155,1581,2604,2790,3720,4650
cn-beijing,linux,vpc,TRUE,ecs.e4.small,unknown,unknown,unknown,unknown,0.9,72.8,260,260,2652,4368,4680,6240,7800
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.large,2,4,0.5,12,0.68,55.16,197,197,2009.4,3309.6,3900.6,4255.2,4491.6
cn-beijing,linux,vpc,TRUE,ecs.n4.large,2,4,低,低,0.71,57.12,204,204,2080.8,3427.2,3672,4896,6120
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.large,2,8,0.5,12,0.99,80.08,286,271.7,2574,4118.4,4633.2,4942.08,5148
cn-beijing,linux,vpc,TRUE,ecs.mn4.large,2,8,低,低,1.08,86.8,310,310,3162,5208,5580,7440,9300
cn-beijing,linux,vpc,TRUE,ecs.gn5i-c2g1.large,2,8,1,10,8.68,700,2500,2375,22500,36000,40500,43200,45000
cn-beijing,linux,vpc,TRUE,ecs.se1ne.large,2,16,0.5,12,1.27,102.48,366,347.7,3294,5270.4,5929.2,6324.48,6588
cn-beijing,linux,vpc,TRUE,ecs.se1.large,2,16,0.5,5,1.53,102.48,366,366,3733.2,6148.8,6588,8784,10980
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.xlarge,4,8,0.8,30,1.37,110.32,394,394,4018.8,6619.2,7801.2,8510.4,8983.2
cn-beijing,linux,vpc,TRUE,ecs.n4.xlarge,4,8,低,低,1.42,114.24,408,408,4161.6,6854.4,7344,9792,12240
cn-beijing,linux,vpc,TRUE,ecs.ga1.xlarge,4,10,1,10,2.2,177.24,633,601.35,5697,9115.2,10254.6,10938.24,11394
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.xlarge,4,16,0.8,30,1.99,160.16,572,543.4,5148,8236.8,9266.4,9884.16,10296
cn-beijing,linux,vpc,TRUE,ecs.mn4.xlarge,4,16,低,低,2.15,173.6,620,620,6324,10416,11160,14880,18600
cn-beijing,linux,vpc,TRUE,ecs.gn5i-c4g1.xlarge,4,16,1.5,20,9.69,781.2,2790,2650.5,25110,40176,45198,48211.2,50220
cn-beijing,linux,vpc,TRUE,ecs.i1.xlarge,4,16,0.8,10,2.94,181.72,649,616.55,5841,9345.6,10513.8,11214.72,11682
cn-beijing,linux,vpc,TRUE,ecs.gn5-c4g1.xlarge,4,30,3,30,12.78,1030.68,3681,3681,37546.2,61840.8,68908.32,74208.96,77301
cn-beijing,linux,vpc,TRUE,ecs.gn4-c4g1.xlarge,4,30,3,30,10.88,877.52,3134,2977.3,28206,45129.6,50770.8,54155.52,56412
cn-beijing,linux,vpc,TRUE,ecs.se1ne.xlarge,4,32,0.8,30,2.54,204.96,732,695.4,6588,10540.8,11858.4,12648.96,13176
cn-beijing,linux,vpc,TRUE,ecs.se1.xlarge,4,32,0.8,10,3.07,204.96,732,732,7466.4,12297.6,13176,17568,21960
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.2xlarge,8,16,1.5,100,2.74,220.64,788,788,8037.6,13238.4,15602.4,17020.8,17966.4
cn-beijing,linux,vpc,TRUE,ecs.n4.2xlarge,8,16,低,低,2.83,228.48,816,816,8323.2,13708.8,14688,19584,24480
cn-beijing,linux,vpc,TRUE,ecs.ga1.2xlarge,8,20,1.5,15,4.4,354.48,1266,1202.7,11394,18230.4,20509.2,21876.48,22788
cn-beijing,linux,vpc,TRUE,ecs.gn4-c8g1.2xlarge,8,30,3,30,12.41,1001,3575,3396.25,32175,51480,57915,61776,64350
cn-beijing,linux,vpc,TRUE,ecs.d1ne.2xlarge,8,32,6,80,6.68,539,1925,1828.75,17325,27720,31185,33264,34650
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.2xlarge,8,32,1.5,100,3.97,320.32,1144,1086.8,10296,16473.6,18532.8,19768.32,20592
cn-beijing,linux,vpc,TRUE,ecs.mn4.2xlarge,8,32,低,低,4.3,347.2,1240,1240,12648,20832,22320,29760,37200
cn-beijing,linux,vpc,TRUE,ecs.gn5i-c8g1.2xlarge,8,32,2,40,11.67,940.8,3360,3192,30240,48384,54432,58060.8,60480
cn-beijing,linux,vpc,TRUE,ecs.i1.2xlarge,8,32,1.5,20,5.89,363.44,1298,1233.1,11682,18691.2,21027.6,22429.44,23364
cn-beijing,linux,vpc,TRUE,ecs.d1.2xlarge,8,32,3,30,6.36,513.24,1833,1741.35,16497,26395.2,29694.6,31674.24,32994
cn-beijing,linux,vpc,TRUE,ecs.gn5-c8g1.2xlarge,8,60,3,30,15.39,1241.24,4433,4433,45216.6,74474.4,82985.76,89369.28,93093
cn-beijing,linux,vpc,TRUE,ecs.gn5-c4g1.2xlarge,8,60,5,100,25.57,2061.64,7363,7363,75102.6,123698.4,137835.36,148438.08,154623
cn-beijing,linux,vpc,TRUE,ecs.gn4-c4g1.2xlarge,8,60,5,50,21.76,1755.04,6268,5954.6,56412,90259.2,101541.6,108311.04,112824
cn-beijing,linux,vpc,TRUE,ecs.f1-c8f1.2xlarge,8,60,3,40,8.66,698.6,2495,2370.25,22455,35928,40419,43113.6,44910
cn-beijing,linux,vpc,TRUE,ecs.se1ne.2xlarge,8,64,1.5,100,5.08,409.92,1464,1390.8,13176,21081.6,23716.8,25297.92,26352
cn-beijing,linux,vpc,TRUE,ecs.se1.2xlarge,8,64,1.5,20,6.14,409.92,1464,1464,14932.8,24595.2,26352,35136,43920
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.3xlarge,12,24,2.5,130,4.1,330.96,1182,1182,12056.4,19857.6,23403.6,25531.2,26949.6
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.3xlarge,12,48,2.5,130,5.96,480.48,1716,1630.2,15444,24710.4,27799.2,29652.48,30888
cn-beijing,linux,vpc,TRUE,ecs.i1.3xlarge,12,48,2,40,6.76,545.16,1947,1849.65,17523,28036.8,31541.4,33644.16,35046
cn-beijing,linux,vpc,TRUE,ecs.d1.3xlarge,unknown,unknown,unknown,unknown,9.547,769.86,2749.5,2612.02,24745.5,39592.8,44541.9,47511.36,49491
cn-beijing,linux,vpc,TRUE,ecs.se1ne.3xlarge,12,96,2.5,130,7.63,614.88,2196,2086.2,19764,31622.4,35575.2,37946.88,39528
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.4xlarge,16,32,3,160,5.47,441.28,1576,1576,16075.2,26476.8,31204.8,34041.6,35932.8
cn-beijing,linux,vpc,TRUE,ecs.n4.4xlarge,16,32,低,低,5.67,456.96,1632,1632,16646.4,27417.6,29376,39168,48960
cn-beijing,linux,vpc,TRUE,ecs.ga1.4xlarge,16,40,2,20,8.79,708.68,2531,2404.45,22779,36446.4,41002.2,43735.68,45558
cn-beijing,linux,vpc,TRUE,ecs.gn4-c8g1.4xlarge,16,60,5,50,24.83,2002,7150,6792.5,64350,102960,115830,123552,128700
cn-beijing,linux,vpc,TRUE,ecs.d1.4xlarge,16,64,6,60,12.73,1026.48,3666,3482.7,32994,52790.4,59389.2,63348.48,65988
cn-beijing,linux,vpc,TRUE,ecs.d1ne.4xlarge,16,64,12,160,13.37,1078,3850,3657.5,34650,55440,62370,66528,69300
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.4xlarge,16,64,3,160,7.94,640.64,2288,2173.6,20592,32947.2,37065.6,39536.64,41184
cn-beijing,linux,vpc,TRUE,ecs.gn5i-c16g1.4xlarge,16,64,3,80,15.63,1260,4500,4275,40500,64800,72900,77760,81000
cn-beijing,linux,vpc,TRUE,ecs.mn4.4xlarge,16,64,低,低,8.61,694.4,2480,2480,25296,41664,44640,59520,74400
cn-beijing,linux,vpc,TRUE,ecs.i1-c5d1.4xlarge,16,64,3,40,14.44,942.32,3365.44,3197.17,30288.96,48462.34,54520.13,58154.8,60577.92
cn-beijing,linux,vpc,TRUE,ecs.i1.4xlarge,16,64,3,40,11.77,726.88,2596,2466.2,23364,37382.4,42055.2,44858.88,46728
cn-beijing,linux,vpc,TRUE,ecs.gn5-c8g1.4xlarge,16,120,5,100,30.78,2482.48,8866,8866,90433.2,148948.8,165971.52,178738.56,186186
cn-beijing,linux,vpc,TRUE,ecs.f1-c8f1.4xlarge,16,120,5,200,17.33,1397.2,4990,4740.5,44910,71856,80838,86227.2,89820
cn-beijing,linux,vpc,TRUE,ecs.se1ne.4xlarge,16,128,3,160,10.17,819.84,2928,2781.6,26352,42163.2,47433.6,50595.84,52704
cn-beijing,linux,vpc,TRUE,ecs.se1.4xlarge,16,128,3,40,12.28,819.84,2928,2928,29865.6,49190.4,52704,70272,87840
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.6xlarge,24,48,4.5,200,8.21,661.92,2364,2364,24112.8,39715.2,46807.2,51062.4,53899.2
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.6xlarge,24,96,4.5,200,11.92,960.96,3432,3260.4,30888,49420.8,55598.4,59304.96,61776
cn-beijing,linux,vpc,TRUE,ecs.d1ne.6xlarge,24,96,16,200,20.05,1617,5775,5486.25,51975,83160,93555,99792,103950
cn-beijing,linux,vpc,TRUE,ecs.i1.6xlarge,unknown,unknown,unknown,unknown,13.521,1090.32,3894,3699.3,35046,56073.6,63082.8,67288.32,70092
cn-beijing,linux,vpc,TRUE,ecs.d1.6xlarge,24,96,8,80,19.09,1539.72,5499,5224.05,49491,79185.6,89083.8,95022.72,98982
cn-beijing,linux,vpc,TRUE,ecs.se1ne.6xlarge,24,192,4.5,200,15.25,1229.76,4392,4172.4,39528,63244.8,71150.4,75893.76,79056
cn-beijing,linux,vpc,TRUE,ecs.f1-c28f1.7xlarge,28,112,5,200,15.14,1220.8,4360,4142,39240,62784,70632,75340.8,78480
cn-beijing,linux,vpc,TRUE,ecs.gn5-c28g1.7xlarge,28,112,5,100,23.88,1925.56,6877,6877,70145.4,115533.6,128737.44,138640.32,144417
cn-beijing,linux,vpc,TRUE,ecs.gn4.8xlarge,32,48,4,40,14.93,1204,4300,4085,38700,61920,69660,74304,77400
cn-beijing,linux,vpc,TRUE,ecs.sn1ne.8xlarge,32,64,6,250,10.94,882.56,3152,3152,32150.4,52953.6,62409.6,68083.2,71865.6
cn-beijing,linux,vpc,TRUE,ecs.n4.8xlarge,32,64,低,低,11.33,913.92,3264,3264,33292.8,54835.2,58752,78336,97920
cn-beijing,linux,vpc,TRUE,ecs.ga1.8xlarge,32,80,4,40,17.58,1417.36,5062,4808.9,45558,72892.8,82004.4,87471.36,91116
cn-beijing,linux,vpc,TRUE,ecs.sn2ne.8xlarge,32,128,6,250,15.89,1281.28,4576,4347.2,41184,65894.4,74131.2,79073.28,82368
cn-beijing,linux,vpc,TRUE,ecs.d1ne.8xlarge,32,128,20,250,26.74,2156,7700,7315,69300,110880,124740,133056,138600
cn-beijing,linux,vpc,TRUE,ecs.d1ne-c8d3.8xlarge,32,128,20,200,25.66,2069.48,7391,7021.45,66519,106430.4,119734.2,127716.48,133038
cn-beijing,linux,vpc,TRUE,ecs.mn4.8xlarge,32,128,低,低,17.22,1388.8,4960,4960,50592,83328,89280,119040,148800
cn-beijing,linux,vpc,TRUE,ecs.gn5i-c16g1.8xlarge,unknown,unknown,unknown,unknown,31.25,2520,9000,8550,81000,129600,145800,155520,162000
cn-beijing,linux,vpc,TRUE,ecs.i1-c10d1.8xlarge,32,128,6,80,25.14,1582.96,5653.44,5370.77,50880.96,81409.54,91585.73,97691.44,101761.92
cn-beijing,linux,vpc,TRUE,ecs.i1.8xlarge,32,128,6,80,23.54,1453.76,5192,4932.4,46728,74764.8,84110.4,89717.76,93456
cn-beijing,linux,vpc,TRUE,ecs.d1.8xlarge,32,128,10,100,25.46,2052.96,7332,6965.4,65988,105580.8,118778.4,126696.96,131976
cn-beijing,linux,vpc,TRUE,ecs.gn5-c8g1.8xlarge,32,240,10,200,61.57,4964.68,17731,17731,180856.2,297880.8,331924.32,357456.96,372351
cn-beijing,linux,vpc,TRUE,ecs.se1ne.8xlarge,32,256,6,250,20.33,1639.68,5856,5563.2,52704,84326.4,94867.2,101191.68,105408
cn-beijing,linux,vpc,TRUE,ecs.se1.8xlarge,32,256,6,80,24.56,1639.68,5856,5856,59731.2,98380.8,105408,140544,175680
